,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
1084,16869,34.0,4.5,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.52024412475
1085,23220,32.0,4.4,Cloudy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,48,20002.52024412475
1086,4410,25.0,4.8,Sandstorms,High,1,Meal,motorcycle,0.0,No,Metropolitian,22,20002.52024412475
1087,34122,23.0,4.9,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,16,20002.52024412475
1088,37382,36.0,4.1,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,32,20002.52024412475
1089,45062,22.0,4.9,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,18,20002.52024412475
1090,18670,22.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,10,20002.52024412475
1091,27870,,,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,19,20002.52024412475
1092,18736,25.0,4.4,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,39,20002.52024412475
1093,23060,20.0,4.6,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,10,20002.52024412475
1094,45493,33.0,4.8,Cloudy,Medium,2,Buffet,scooter,0.0,No,Urban,16,20002.52024411624
1095,43737,21.0,4.9,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.52024411624
1096,38142,28.0,4.6,Stormy,Low,1,Snack,scooter,1.0,No,Urban,17,20002.52024411624
1097,5523,25.0,4.8,Stormy,Low,2,Drinks,motorcycle,1.0,No,Urban,14,20002.52024411624
1098,26860,32.0,4.3,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Urban,31,20002.52024411624
1099,5638,33.0,4.5,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,53,20002.52024411624
1100,22108,29.0,4.5,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,24,20002.52024411624
1101,40861,24.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,19,20002.52024411624
1102,6742,36.0,4.8,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,29,20002.520244115247
1103,11823,29.0,4.6,Cloudy,Low,1,Buffet,motorcycle,,No,Urban,11,20002.520244115247
1104,8590,27.0,4.5,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,20002.520244115247
1105,24024,24.0,4.1,Sunny,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,44,20002.520244115247
1106,23015,28.0,4.9,Fog,High,0,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.520244115247
1107,10926,30.0,3.9,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,34,20002.520244115247
1108,5179,30.0,5.0,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,25,20002.520244115247
1109,344,32.0,4.6,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,32,20002.520244115247
1110,6702,36.0,4.6,Stormy,Medium,1,Snack,motorcycle,1.0,No,,25,20002.520244115247
1111,15743,39.0,4.1,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,33,20002.520244115247
1112,40284,21.0,4.9,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,17,20002.520244115247
1113,21306,34.0,4.5,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.52024411341
1114,11947,29.0,4.5,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Urban,23,20002.52024411341
1115,33704,22.0,4.9,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,29,20002.52024411341
1116,11511,27.0,4.5,Windy,Jam,2,Meal,scooter,1.0,No,Urban,15,20002.52024411341
1117,40836,39.0,4.5,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.52024411341
1118,20285,37.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,46,20002.52024411341
1119,43399,25.0,4.4,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,38,20002.52024411341
1120,15135,33.0,4.3,Cloudy,Medium,2,Drinks,motorcycle,2.0,No,Metropolitian,42,20002.52024411341
1121,24990,32.0,4.6,Fog,Low,1,Meal,scooter,1.0,No,,18,20002.52024411341
1122,28723,38.0,4.9,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,26,20002.52024411341
1123,35329,37.0,4.2,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,43,20002.52024411324
1124,44204,22.0,4.7,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,27,20002.52024411324
1125,12492,27.0,4.5,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.52024411324
1126,8082,22.0,4.9,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,20002.52024411324
1127,32889,21.0,4.8,Fog,Jam,2,Snack,scooter,,No,Urban,24,20002.52024411324
1128,21228,30.0,4.6,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,28,20002.52024411324
1129,36872,25.0,5.0,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,26,20002.520244110634
1130,22904,33.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,39,20002.520244110634
1131,11875,34.0,4.5,Windy,Medium,0,Buffet,motorcycle,,No,Urban,27,20002.520244110634
1132,24905,29.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,20,20002.520244110634
1133,36879,,,Cloudy,Jam,1,Meal,scooter,1.0,No,Semi-Urban,48,20002.520244110634
1134,40711,38.0,4.7,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,27,20002.520244110634
1135,39957,37.0,3.6,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,35,20002.520244110634
1136,40045,21.0,4.7,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,15,20002.520244110634
1137,25419,37.0,4.7,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,18,20002.520244110634
1138,29889,24.0,4.6,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,35,20002.520244110634
1139,26908,15.0,1.0,,,3,Meal,electric_scooter,1.0,No,Urban,21,20002.520244110634
1140,16190,33.0,4.6,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.520244110336
1141,1024,32.0,4.5,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,25,20002.520244110336
1142,43528,31.0,4.7,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,54,20002.520244110336
1143,20779,23.0,4.8,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.520244110336
1144,28950,30.0,5.0,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.520244110336
1145,2647,29.0,4.7,Cloudy,High,1,Meal,scooter,1.0,No,Metropolitian,33,20002.520244110336
1146,19834,28.0,4.6,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Urban,18,20002.520244110336
1147,20112,32.0,4.6,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,25,20002.520244110336
1148,36240,22.0,4.9,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,16,20002.52024410954
1149,30656,32.0,4.1,Cloudy,High,2,Buffet,scooter,1.0,No,Metropolitian,32,20002.52024410954
1150,34927,30.0,4.7,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.52024410954
1151,3605,22.0,4.7,Fog,Jam,1,Meal,scooter,2.0,Yes,Metropolitian,39,20002.52024410954
1152,15230,33.0,4.9,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,28,20002.52024410954
1153,18619,31.0,5.0,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,16,20002.52024410954
1154,43666,33.0,4.5,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,18,20002.52024410954
1155,39820,31.0,4.8,Windy,Medium,2,Snack,motorcycle,1.0,No,Urban,28,20002.52024410954
1156,21848,39.0,4.7,Stormy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.52024410954
1157,13260,,,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,33,20002.52024410954
1158,13831,30.0,4.9,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,21,20002.52024410954
1159,43026,20.0,4.9,Sandstorms,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,26,20002.52024410954
1160,20111,35.0,4.5,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.52024410954
1161,30434,22.0,4.5,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,24,20002.52024409862
1162,11872,38.0,4.4,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,23,20002.52024409862
1163,1092,35.0,5.0,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,16,20002.52024409862
1164,28959,,,Stormy,Low,2,Meal,scooter,1.0,No,Urban,25,20002.52024409862
1165,36496,33.0,4.6,Windy,Jam,0,Meal,motorcycle,2.0,Yes,Metropolitian,48,20002.52024409862
1166,5646,26.0,4.5,Stormy,Jam,1,Buffet,scooter,0.0,No,Urban,19,20002.52024409862
1167,5085,27.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.52024409862
1168,26506,22.0,4.9,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,20002.52024409862
1169,710,38.0,4.8,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.52024409862
1170,1972,35.0,4.3,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,33,20002.52024409862
1171,16889,38.0,4.6,Cloudy,High,0,Meal,motorcycle,0.0,No,Urban,31,20002.520244098523
1172,26821,21.0,5.0,Fog,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,17,20002.520244098523
1173,45127,24.0,4.6,Sandstorms,Low,2,Snack,motorcycle,0.0,No,Metropolitian,15,20002.520244098523
1174,32406,31.0,4.2,Stormy,Jam,0,Snack,motorcycle,3.0,No,Metropolitian,47,20002.520244098523
1175,2756,28.0,5.0,Stormy,Jam,1,Buffet,scooter,0.0,No,Urban,17,20002.520244098523
1176,16812,20.0,4.9,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Urban,16,20002.520244098523
1177,7309,22.0,4.8,Windy,Jam,1,Drinks,motorcycle,1.0,No,Urban,17,20002.520244098523
1178,11562,33.0,4.8,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,23,20002.520244098523
1179,36222,33.0,4.7,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,49,20002.520244098523
1180,13420,30.0,4.2,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Urban,43,20002.520244098523
1181,43984,35.0,4.3,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.520244098523
1182,8889,38.0,4.6,Windy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,29,20002.520244098523
1183,9320,31.0,4.5,Stormy,High,2,Buffet,motorcycle,0.0,No,Metropolitian,25,20002.520244098523
1184,37699,38.0,4.8,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,39,20002.520244098523
1185,16144,37.0,4.7,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,29,20002.520244095445
1186,45532,33.0,4.3,Windy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,35,20002.520244095445
1187,15347,34.0,5.0,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,29,20002.520244095445
1188,21126,32.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.520244095445
1189,28233,35.0,4.4,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,20002.520244095445
1190,27575,33.0,5.0,Cloudy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,31,20002.520244095445
1191,6670,33.0,4.1,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,35,20002.520244095445
1192,37362,27.0,4.8,Stormy,High,1,Snack,motorcycle,0.0,No,Metropolitian,18,20002.520244095445
1193,33643,34.0,4.2,Sandstorms,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,54,20002.520244095445
1194,26892,32.0,4.4,Windy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,33,20002.520244095445
1195,1588,35.0,4.5,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,28,20002.520244095445
1196,11427,30.0,4.6,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,29,20002.520244095445
1197,19959,29.0,4.7,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,32,20002.520244095445
1198,2375,29.0,4.6,Stormy,Jam,1,Drinks,motorcycle,,No,Metropolitian,17,20002.520244095445
1199,19719,36.0,4.4,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,20002.520244095438
1200,29258,20.0,4.9,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,16,20002.520244095438
1201,10538,34.0,3.9,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,31,20002.520244095438
1202,21339,29.0,4.6,Fog,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,41,20002.520244095438
1203,37542,22.0,4.8,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,19,20002.520244095438
1204,41762,28.0,4.6,Windy,Jam,2,Buffet,scooter,1.0,No,Urban,29,20002.520244095438
1205,23330,21.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,24,20002.520244095438
1206,38221,,,,,3,Snack,motorcycle,1.0,No,Metropolitian,32,20002.520244095438
1207,1837,29.0,4.7,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.520244095438
1208,37313,39.0,4.9,Cloudy,Jam,2,Snack,scooter,2.0,No,Metropolitian,38,20002.520244095438
1209,39475,31.0,4.8,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,10,20002.520244095438
1210,31628,21.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,43,20002.520244095438
1211,39142,24.0,4.5,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Urban,26,20002.520244095438
1212,40038,21.0,4.7,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,15,20002.520244095438
1213,19634,37.0,4.5,Stormy,Low,1,Buffet,scooter,1.0,No,Urban,22,20002.520244089777
1214,26121,20.0,4.9,Stormy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,21,20002.520244089777
1215,40440,31.0,4.6,Windy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,20002.520244089777
1216,2437,39.0,4.9,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.520244089777
1217,32036,39.0,4.6,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,28,20002.520244089777
1218,36525,27.0,4.7,Sandstorms,Low,2,Meal,electric_scooter,0.0,No,,10,20002.520244089777
1219,4269,21.0,4.7,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.520244089777
1220,24963,28.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,38,20002.520244089777
1221,9378,31.0,4.7,Stormy,Jam,1,Drinks,scooter,1.0,No,Urban,28,20002.520244089777
1222,43530,35.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,26,20002.520244089777
1223,42540,39.0,5.0,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,32,20002.52024408644
1224,40502,25.0,4.8,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,18,20002.52024408644
1225,19609,32.0,4.6,Fog,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,40,20002.52024408644
1226,37691,36.0,4.7,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,26,20002.52024408644
1227,1434,39.0,4.0,Stormy,High,2,Buffet,scooter,0.0,No,Metropolitian,34,20002.52024408644
1228,20983,21.0,4.8,Windy,Jam,0,Drinks,motorcycle,,No,Metropolitian,16,20002.52024408644
1229,33514,28.0,4.8,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,15,20002.52024408644
1230,4404,32.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47,20002.52024408644
1231,44965,23.0,4.6,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,27,20002.52024408644
1232,10226,39.0,4.7,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,37,20002.52024408644
1233,31979,23.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.52024408644
1234,34115,38.0,4.8,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,18,20002.52024408644
1235,44937,35.0,5.0,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.520244086256
1236,37810,35.0,4.5,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,31,20002.520244086256
1237,3483,38.0,4.6,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,33,20002.520244086256
1238,27380,,,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34,20002.520244086256
1239,45491,28.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,19,20002.520244086256
1240,26782,22.0,4.5,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.520244086256
1241,33641,39.0,4.0,Fog,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,39,20002.520244086256
1242,26353,25.0,4.6,Sunny,Jam,2,Snack,scooter,0.0,No,Urban,10,20002.520244086256
1243,12266,28.0,4.0,Cloudy,Jam,1,Buffet,scooter,1.0,No,Urban,31,20002.520244086256
1244,16084,22.0,4.8,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,11,20002.520244086256
1245,9766,21.0,4.6,Cloudy,Medium,2,Meal,scooter,0.0,No,Urban,19,20002.52024408614
1246,33700,23.0,4.9,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,17,20002.52024408614
1247,20663,32.0,4.1,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,32,20002.52024408614
1248,29908,39.0,4.5,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,28,20002.52024408614
1249,41275,26.0,4.7,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,15,20002.52024408614
1250,44363,36.0,4.7,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.52024408614
1251,36819,35.0,5.0,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,26,20002.52024408614
1252,40537,32.0,4.3,Fog,Jam,2,Meal,electric_scooter,1.0,No,Urban,39,20002.52024408614
1253,33644,38.0,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,25,20002.52024408614
1254,29107,23.0,4.6,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,28,20002.52024408614
1255,23511,36.0,4.1,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,33,20002.520242684845
1256,10424,36.0,4.1,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,32,20002.520242684845
1257,25984,21.0,4.6,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Urban,20,20002.520242675684
1258,17267,20.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.520242675684
1259,22041,30.0,4.8,Windy,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,25,20002.520242675684
1260,14361,24.0,4.6,Sandstorms,High,1,Buffet,scooter,1.0,No,,14,20002.520242675004
1261,10877,34.0,4.7,Fog,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,15,20002.520242675004
1262,8613,26.0,4.6,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,23,20002.52024267327
1263,9929,24.0,4.6,Fog,High,2,Snack,motorcycle,1.0,No,Metropolitian,26,20002.52024267327
1264,15252,31.0,4.6,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,25,20002.52024267215
1265,43392,26.0,4.9,Cloudy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,13,20002.52024267215
1266,26906,32.0,4.6,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,25,20002.52024267154
1267,38894,35.0,3.5,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,34,20002.52024267154
1268,18900,35.0,4.0,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,38,20002.52024267131
1269,15924,28.0,4.9,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,14,20002.52024267131
1270,1047,26.0,4.9,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.52024267131
1271,25164,33.0,4.5,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,47,20002.52024267119
1272,23020,24.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,20002.52024267119
1273,7701,25.0,4.9,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,18,20002.520242670977
1274,45544,36.0,4.9,Windy,High,2,Drinks,scooter,0.0,No,Metropolitian,28,20002.520242670977
1275,5494,36.0,4.8,Fog,High,2,Meal,scooter,1.0,No,Metropolitian,30,20002.520242670977
1276,31121,35.0,4.6,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,19,20002.52024267056
1277,37464,26.0,4.7,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,26,20002.52024267056
1278,26556,31.0,4.7,Stormy,Jam,2,Buffet,motorcycle,0.0,No,Urban,30,20002.52024267056
1279,37290,26.0,4.8,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,20,20002.520242670358
1280,30427,28.0,4.6,Cloudy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,19,20002.520242670358
1281,35669,34.0,4.9,Sunny,High,2,Drinks,scooter,0.0,No,Metropolitian,24,20002.520242670358
1282,32917,22.0,4.9,Sunny,Jam,2,Meal,scooter,,No,Metropolitian,14,20002.520242670358
1283,35095,27.0,4.5,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,29,20002.52024267001
1284,33475,,,Sandstorms,Low,1,Drinks,scooter,1.0,No,Urban,11,20002.52024267001
1285,18924,24.0,5.0,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,15,20002.52024267001
1286,36441,32.0,4.7,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,41,20002.520242669703
1287,32869,27.0,4.6,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,33,20002.520242669394
1288,17664,24.0,4.2,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,32,20002.520242669394
1289,993,28.0,4.8,Stormy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,19,20002.520242669023
1290,24629,35.0,4.8,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,27,20002.520242669023
1291,326,39.0,4.4,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,46,20002.520242669023
1292,12928,,,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.520242669023
1293,4918,27.0,4.5,Stormy,Medium,0,Drinks,motorcycle,0.0,,Urban,11,20002.52024200717
1294,36194,36.0,4.9,Cloudy,Low,2,Drinks,scooter,1.0,No,,16,20002.52024200717
1295,18184,27.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,49,20002.52024200717
1296,45101,39.0,4.0,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.52024200717
1297,21193,,,Sandstorms,High,1,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.52024200717
1298,8552,33.0,5.0,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,28,20002.52024200717
1299,45096,27.0,4.4,Cloudy,Medium,1,Drinks,scooter,1.0,No,Urban,31,20002.52024200717
1300,37355,37.0,4.8,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Urban,25,20002.52024200717
1301,19592,32.0,4.6,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,24,20002.52024200717
1302,33634,30.0,4.7,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,30,20002.52024200717
1303,10013,23.0,4.0,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,38,20002.52024200717
1304,17859,37.0,4.7,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,23,20002.52024200717
1305,3124,37.0,4.7,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,15,20002.520241974802
1306,3027,20.0,4.9,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,11,20002.520241974802
1307,40511,36.0,4.7,Sunny,Low,0,Drinks,motorcycle,0.0,No,,27,20002.520241974802
1308,14872,31.0,4.1,Windy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,42,20002.520241974802
1309,38904,27.0,4.9,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,20,20002.520241974802
1310,16707,20.0,4.9,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,11,20002.520241974802
1311,5005,30.0,4.7,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,44,20002.520241974802
1312,43870,25.0,5.0,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Urban,35,20002.520241974802
1313,39512,33.0,4.9,Cloudy,Medium,0,Snack,motorcycle,2.0,Yes,Metropolitian,48,20002.520241974802
1314,22788,20.0,5.0,Cloudy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,27,20002.520241974802
1315,1321,28.0,4.9,Cloudy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,17,20002.520241974802
1316,15885,24.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,No,,15,20002.520241972143
1317,44152,33.0,4.6,Sunny,Jam,2,Buffet,scooter,0.0,No,Metropolitian,29,20002.520241972143
1318,16957,34.0,4.8,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.520241972143
1319,33468,25.0,4.8,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28,20002.520241972143
1320,8166,35.0,4.0,Cloudy,Medium,2,Drinks,scooter,2.0,No,Urban,34,20002.520241972143
1321,36514,22.0,4.9,Fog,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,31,20002.520241972143
1322,38172,20.0,5.0,Stormy,Medium,1,Meal,motorcycle,1.0,No,Urban,17,20002.520241972143
1323,33301,30.0,4.7,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,21,20002.520241972143
1324,36167,38.0,4.7,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Urban,41,20002.520241972143
1325,38575,20.0,4.7,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,20002.520241972143
1326,21231,26.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.520241972143
1327,38286,23.0,4.7,Cloudy,High,1,Drinks,scooter,0.0,No,Metropolitian,33,20002.520241957318
1328,30010,29.0,4.9,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,21,20002.520241957318
1329,24582,28.0,4.6,Stormy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,34,20002.520241957318
